GGPASS_ID,CLUSTER,AVG_WEEKLY_THEO_WIN,AVG_WEEKLY_DAYS_PLAYED,AVG_WEEKLY_ADT,BRAND_ID,SITE_ID,NICKNAME,CID,TOP_CATEGORY,OVERALL_THEO_WIN,OVERALL_ADT,OVERALL_DAYS_PLAYED
0E9FEA84-4FF8-43AE-879C-B29F0B4E547A,3,21.803115862068,3.0,8.0121767200536,MBP,GGPUKE,zsqtxl00,0E9FEA844FF843AE879CB29F0B4E547A,SLOT,43.606231724136,7.267705287356001,6
0F10194D-CB2D-43D3-BD62-4BDDDB6C34C7,1,10.459943801784332,1.3333333333333333,8.199269012087667,MBP,GGPUKE,Qsdfgld,0F10194DCB2D43D3BD624BDDDB6C34C7,SLOT,31.379831405353,7.84495785133825,4
0F5D3404-0B96-4458-ADEA-3140375B222A,4,53.58534923026667,5.666666666666667,9.704434710963334,MBP,GGPUKE,DsHyx,0F5D34040B964458ADEA3140375B222A,CASINO,160.75604769080002,9.456238099458824,17
0F8123BF-0671-4B9E-861F-27C25334C4AD,2,229.1662342551,2.0,114.58311712755,MBP,GGPUKE,LHX8866,0F8123BF06714B9E861F27C25334C4AD,SLOT,229.1662342551,114.58311712755,2
0FB10D1C-A610-455F-ACA9-894E56398FAF,1,10.3331,1.0,10.3331,POKEROK,GGPOK,n3ur0n84,0FB10D1CA610455FACA9894E56398FAF,SLOT,10.3331,10.3331,1
0FD89B53-FD93-4EEF-99D0-B0BCB2BE6BEB,1,44.8965,1.0,44.8965,POKEROK,GGPOK,Femida777,0FD89B53FD934EEF99D0B0BCB2BE6BEB,SLOT,44.8965,44.8965,1
10386090-D709-4FA7-9EA4-203EA54C659B,3,46.749962379723,4.0,10.089514489392794,MBP,GGPUKE,bishengke00,10386090D7094FA79EA4203EA54C659B,CASINO,280.499774278338,11.68749059493075,24
1041181C-BD4A-4BC5-AD7D-6BCC9D61BF68,3,194.56284121938,3.4,53.953319436787,MBP,GGPUKE,WEI1997,1041181CBD4A4BC5AD7D6BCC9D61BF68,CASINO,972.8142060969001,57.22436506452353,17
113BB8D3-3EE8-4E4A-B1FC-242BEA76E4B5,1,15.7745664906,1.0,15.7745664906,MBP,GGPUKE,feifei2026,113BB8D33EE84E4AB1FC242BEA76E4B5,CASINO,15.7745664906,15.7745664906,1
11E4DB7F-7126-410F-B6BC-87778E8EDA00,2,11.967,2.0,5.9835,GGPCOM,GGPUA,Scorpion19,11E4DB7F7126410FB6BC87778E8EDA00,SLOT,11.967,5.9835,2
11F55874-ED69-4DF8-B4B1-D476848C1F56,3,16.322,3.0,5.440666666666666,GGPCOM,GGPUA,Galart7,11F55874ED694DF8B4B1D476848C1F56,CASINO,16.322,5.440666666666666,3
11F644BA-2F14-4FE2-AB2A-152BDFCB53D6,2,101.80258003535,2.0,68.33787951649,MBP,GGPUKE,KOKKOK17,11F644BA2F144FE2AB2A152BDFCB53D6,SLOT,407.2103201414,50.901290017675,8
11FFC0FD-DE51-430A-8F0E-B9012D522B74,2,65.54896012875,2.0,39.349953415550004,MBP,GGPUKE,ke shen,11FFC0FDDE51430A8F0EB9012D522B74,SLOT,131.0979202575,32.774480064375,4
12940E07-B7E1-4706-9EA8-8964F4F58D1F,1,12.0687,1.0,12.0687,GGPCOM,GGPCOM,Poker-Police,12940E07B7E147069EA88964F4F58D1F,CASINO,12.0687,12.0687,1
12D34AAF-5212-4F2E-9C7B-27CFF8FB615C,1,16.8506305185,1.0,16.8506305185,MBP,GGPUKE,laysiiii,12D34AAF52124F2E9C7B27CFF8FB615C,CASINO,16.8506305185,16.8506305185,1
13449D53-DF94-4C37-9B2E-39DD354FD8C2,2,4712.6310188946,2.0,2356.3155094473,MBP,GGPUKE,CrystalAndy,13449D53DF944C379B2E39DD354FD8C2,SLOT,4712.6310188946,2356.3155094473,2
13D8A337-87E2-40B3-8817-DF832B49711E,1,38.32338801525,1.0,38.32338801525,MBP,GGPUKE,nanjinglb6,13D8A33787E240B38817DF832B49711E,SLOT,76.6467760305,38.32338801525,2
13DDEA2B-2533-4902-AB2C-9F7E865475EA,2,72.0573,2.0,36.02865,GGPCOM,GGPPL,Targan222,13DDEA2B25334902AB2C9F7E865475EA,CASINO,72.0573,36.02865,2
1455E75F-A871-49CD-B77B-3DAAB8EB0D09,2,202.0522815948,2.0,101.0261407974,MBP,GGPUKE,hjjnjs,1455E75FA87149CDB77B3DAAB8EB0D09,CASINO,202.0522815948,101.0261407974,2
14679C90-F310-4718-B31F-832549549D09,3,126.24880318955833,3.5,35.556511430592856,MBP,GGPUKE,lijiahui0909,14679C90F3104718B31F832549549D09,CASINO,757.49281913735,36.071086625588094,21
1485EF7D-E96B-4C0B-B945-00AF1FA34337,2,127.48556256987999,2.0,116.32676329291,MBP,GGPUKE,Salon99,1485EF7DE96B4C0BB94500AF1FA34337,CASINO,637.4278128494,63.742781284939994,10
15191ACE-D975-454A-B57E-E81FFF91C041,2,10.9272,2.0,5.4636,GGPCOM,GGPCOM,Adsii,15191ACED975454AB57EE81FFF91C041,CASINO,10.9272,5.4636,2
154E550A-DCEC-47B8-8890-A101D1C291B9,1,14.8171823427,1.0,14.8171823427,MBP,GGPUKE,Whyyyy,154E550ADCEC47B88890A101D1C291B9,SLOT,14.8171823427,14.8171823427,1
157315EB-641E-4CCF-82DD-8E41442E67E9,2,19.3773985773,2.0,13.273088839300001,MBP,GGPUKE,Pg3344,157315EB641E4CCF82DD8E41442E67E9,SLOT,38.7547971546,9.68869928865,4
159F6399-A47A-431A-B64D-4F4F08F1A966,1,67.62435,1.0,67.62435,POKEROK,GGPOK,shahof,159F6399A47A431AB64D4F4F08F1A966,CASINO,135.2487,67.62435,2
15BE0343-E1DB-47FF-8E7A-E2147BE2F224,4,913.3729188243166,5.166666666666667,159.30614975358245,MBP,GGPUKE,Shuyue2025,15BE0343E1DB47FF8E7AE2147BE2F224,CASINO,5480.2375129459,176.78185525631935,31
15F8EC89-C15A-4CB2-BA40-53B9C4C875DD,3,18.870470359324997,3.0,4.242354396025,MBP,EVPUKE,tianmayisheng,15F8EC89C15A4CB2BA4053B9C4C875DD,CASINO,37.740940718649995,6.290156786441666,6
169B2D0F-34E7-4FC5-BA45-08C455122C52,2,28.0638,2.0,14.0319,GGPCOM,GGPCOM,End_Zone,169B2D0F34E74FC5BA4508C455122C52,SLOT,28.0638,14.0319,2
17473CFB-0399-4555-BA5E-0B7F14DFFA14,2,182.8983781011,2.0,91.44918905055,MBP,GGPUKE,jthy99,17473CFB03994555BA5E0B7F14DFFA14,SLOT,182.8983781011,91.44918905055,2
1770A419-CC51-4F02-86A3-AFAD5148BB46,3,1751.6802589064418,3.0,580.3887987067209,MBP,GGPUKE,ssllllve,1770A419CC514F0286A3AFAD5148BB46,CASINO,5255.040776719326,583.8934196354807,9
17770112-CDA5-4CC9-8363-98283776CD6E,2,103.97807499585001,2.0,62.4402650664,MBP,GGPUKE,ffffwfl,17770112CDA54CC9836398283776CD6E,CASINO,415.91229998340003,51.989037497925004,8
18CD8AC9-0AFA-48B4-A9E5-2D9383DA24E1,3,44.7099575442,3.0,14.9033191814,MBP,GGPUKE,Bullnuts!,18CD8AC90AFA48B4A9E52D9383DA24E1,SLOT,44.7099575442,14.9033191814,3
1906D2FA-1924-4D95-9C18-50A32DFE3ADF,1,10.0177245453,1.0,10.0177245453,MBP,GGPUKE,Winbiglossless,1906D2FA19244D959C1850A32DFE3ADF,CASINO,10.0177245453,10.0177245453,1
19CF756E-09A6-47C3-ABD0-C4D6603AFAA2,2,10.913967247799999,2.0,6.3065190336,MBP,GGPUKE,xhaozilong,19CF756E09A647C3ABD0C4D6603AFAA2,CASINO,21.827934495599997,5.456983623899999,4
1A31A47E-3784-4C96-83AE-611B4215D078,2,139.17097829719998,2.3333333333333335,48.07746127429999,MBP,GGPUKE,YuZhiHui,1A31A47E37844C9683AE611B4215D078,CASINO,417.51293489159997,59.644704984514284,7
1B35CD62-6126-4E2C-9AD3-6D0030CA2F27,1,26.63138862075,1.0,26.63138862075,MBP,GGPUKE,lyyy_,1B35CD6261264E2C9AD36D0030CA2F27,SLOT,53.2627772415,26.63138862075,2
1B3FC0C9-1CEF-4213-B563-58838E385F84,1,20.68397872665,1.5,15.359355491025,MBP,GGPUKE,133246,1B3FC0C91CEF4213B56358838E385F84,CASINO,41.3679574533,13.7893191511,3
1BA6D034-4751-45A8-83AB-A5E46820A0E3,1,61.63710888065,1.0,61.63710888065,MBP,GGPUKE,Yanmm,1BA6D034475145A883ABA5E46820A0E3,CASINO,61.63710888065,61.63710888065,1
1C3629AB-42AD-4054-B7F5-ABAB24CDF875,1,12.2291,1.0,12.2291,POKEROK,GGPOK,okwelav,1C3629AB42AD4054B7F5ABAB24CDF875,SLOT,12.2291,12.2291,1
1CA7637D-6388-492F-9345-35021EE7D635,2,15.3573859190005,2.0,8.409216968500834,MBP,GGPUKE,MMJY,1CA7637D6388492F934535021EE7D635,SLOT,30.714771838001,7.67869295950025,4
1CF6B998-E581-4499-B273-466D753555FF,3,518.0314671689,3.3333333333333335,99.48459471855834,MBP,GGPUKE,Chaoshanchen,1CF6B998E5814499B273466D753555FF,CASINO,3108.1888030134,155.40944015067,20
1D146011-405D-4E1F-8DE9-44580CDCD31C,3,36.89271032166667,2.8333333333333335,12.369239346141667,MBP,GGPUKE,Mc-Sam,1D146011405D4E1F8DE944580CDCD31C,CASINO,221.35626193000002,13.020956584117648,17
1D428E41-1F42-4945-8436-3285B625B11B,1,16.1377521366,1.0,16.1377521366,MBP,GGPUKE,leifliu,1D428E411F42494584363285B625B11B,SLOT,16.1377521366,16.1377521366,1
1D7D2CD6-41AB-4276-B09A-976EA0A741E1,3,10.331145884749999,2.6666666666666665,3.6292422895083334,MBP,GGPUKE,mimi1990,1D7D2CD641AB4276B09A976EA0A741E1,CASINO,61.9868753085,3.87417970678125,16
1D93736D-8AE5-4D39-91A3-795F49A0BD45,4,2646.959167747158,6.166666666666667,415.1234984761077,MBP,GGPUKE,Ljkkkkkkkk,1D93736D8AE54D3991A3795F49A0BD45,CASINO,15881.755006482948,429.23662179683646,37
1DACBAC4-188E-4F3E-8E9F-E0D4D704DA8E,3,23.943941421,3.0,7.981313807,MBP,GGPUKE,jcdi82,1DACBAC4188E4F3E8E9FE0D4D704DA8E,SLOT,23.943941421,7.981313807,3
1DDD32C8-DD2C-40BF-9E2B-AA9B7109BA74,1,23.2161290325,1.0,23.2161290325,MBP,GGPUKE,yongganda,1DDD32C8DD2C40BF9E2BAA9B7109BA74,CASINO,23.2161290325,23.2161290325,1
1E0FA88D-DB0B-46CA-835C-7548796EEE29,1,123.1740953082,1.0,123.1740953082,MBP,GGPUKE,Miswang9988,1E0FA88DDB0B46CA835C7548796EEE29,CASINO,123.1740953082,123.1740953082,1
1EEFA98E-383E-4C48-B610-8C152EACEFFD,3,590.45379634975,3.0,185.63733661170417,MBP,GGPUKE,CQAWA,1EEFA98E383E4C48B6108C152EACEFFD,CASINO,3542.7227780985,196.81793211658334,18
1F3C5A36-4C45-474B-AA43-C52126FBA114,2,37.518,1.5,29.253,GGPCOM,GGPCOM,PGL12,1F3C5A364C45474BAA43C52126FBA114,CASINO,75.036,25.012,3
2090678B-4FB7-4F71-9C25-7A6A0433688A,3,471.233535867675,2.5,139.2315164808,MBP,GGPUKE,XXXXXX777777,2090678B4FB74F719C257A6A0433688A,CASINO,1884.9341434707,188.49341434707,10
20B9C254-B534-4E86-941F-84644997404B,2,66.857784,2.0,33.428892,POKEROK,GGPOK,Gold_Monkey,20B9C254B5344E86941F84644997404B,SLOT,66.857784,33.428892,2
2172D8DB-42CD-4C0E-81C3-ABDCAC497095,3,258.0661295366,2.8333333333333335,83.3375146074125,MBP,GGPUKE,Qiuxinyuan,2172D8DB42CD4C0E81C3ABDCAC497095,CASINO,1548.3967772196,91.08216336585882,17
21F9A9B8-E83F-41C5-9879-E88B5CD02405,4,55.35403889219375,4.75,11.414262607732187,MBP,GGPUKE,Super Reward,21F9A9B8E83F41C59879E88B5CD02405,SLOT,221.416155568775,11.65348187204079,19
22849E47-C7F2-4DC6-9B1C-BA0032D280FE,2,14.1593296548,2.0,7.0796648274,MBP,GGPUKE,xiaowaip,22849E47C7F24DC69B1CBA0032D280FE,CASINO,14.1593296548,7.0796648274,2
22AF673C-B627-4BD9-917F-0A0BC822B0B7,1,11.0316,1.0,11.0316,POKEROK,GGPOK,Byxih777,22AF673CB6274BD9917F0A0BC822B0B7,SLOT,11.0316,11.0316,1
22D4EAF9-31EA-4E05-8CD8-DAD362978F7F,1,17.5001701026,1.0,17.5001701026,MBP,GGPUKE,ojbk886,22D4EAF931EA4E058CD8DAD362978F7F,SLOT,17.5001701026,17.5001701026,1
22DCDC8B-9262-45EC-9B20-8C539D2F6042,1,15.9981698976,1.0,15.9981698976,MBP,GGPUKE,makui88,22DCDC8B926245EC9B208C539D2F6042,CASINO,31.9963397952,15.9981698976,2
22DDAAC9-8E7A-40E9-B98B-EE975F25B5A5,2,36.132494123231254,1.75,18.37396566483125,MBP,GGPUKE,Xixixxxi,22DDAAC98E7A40E9B98BEE975F25B5A5,SLOT,144.52997649292502,20.647139498989286,7
22E8F27D-3808-424B-92A5-60166F6CF95C,1,10.778275,1.0,10.778275,NATURAL8,Natural8,KH14,22E8F27D3808424B92A560166F6CF95C,CASINO,21.55655,10.778275,2
239D2C48-9133-4FF9-94EB-D6E1C8AB6279,4,44.8232175761,4.5,6.996662920131548,MBP,GGPUKE,WAXQ,239D2C4891334FF994EBD6E1C8AB6279,CASINO,179.2928703044,9.960715016911111,18
23CB20DC-01D7-4B8E-B66F-58A9F9154A34,1,10.6069608979,1.6666666666666667,3.8537066269666673,MBP,GGPUKE,qingchunouba,23CB20DC01D74B8EB66F58A9F9154A34,SLOT,31.8208826937,6.36417653874,5
23DD92AF-CAEB-4058-A1AA-67253F4885A9,1,35.883155,1.0,35.883155,POKEROK,GGPOK,menTal_,23DD92AFCAEB4058A1AA67253F4885A9,SLOT,35.883155,35.883155,1
23F83C13-7268-41AA-8A2F-919BEBB59BB6,2,15.313183333333333,2.0,5.581394444444444,GGPCOM,GGPCOM,Rg-andrea,23F83C13726841AA8A2F919BEBB59BB6,CASINO,45.93955,7.6565916666666665,6
23FAA3AF-8E1D-45D6-9FE2-95D4FF6C2359,1,14.1134124790205,1.5,7.223083632844999,MBP,GGPUKE,Mermer888,23FAA3AF8E1D45D69FE295D4FF6C2359,SLOT,28.226824958041,9.408941652680333,3
240AA6BD-5326-439B-B2CC-A5607593195E,3,372.426572543775,3.25,79.93361981286876,MBP,GGPUKE,C777,240AA6BD5326439BB2CCA5607593195E,CASINO,1489.7062901751,114.59279155193077,13
250A593F-D853-46F3-A680-FAD9EBA09D44,1,17.6288659797,1.0,17.6288659797,MBP,GGPUKE,jdhhs,250A593FD85346F3A680FAD9EBA09D44,CASINO,17.6288659797,17.6288659797,1
251FAF50-254D-4F3F-8AC7-BA3CB9D7689F,2,57.5454840915,2.0,28.77274204575,MBP,GGPUKE,JingQianLin,251FAF50254D4F3F8AC7BA3CB9D7689F,SLOT,57.5454840915,28.77274204575,2
2536CD78-B03C-4002-9B7F-69D322D2A48A,3,149.08144774285,3.5,43.2293908512375,MBP,GGPUKE,ly520,2536CD78B03C40029B7F69D322D2A48A,LIVE_DEALER,894.4886864571,42.5946993551,21
259F8329-DF4A-421F-B02F-CBD3CA0B7051,3,25.806549999999998,3.3333333333333335,7.0601625,GGPCOM,GGPCOM,shirohige21,259F8329DF4A421FB02FCBD3CA0B7051,SLOT,77.41964999999999,7.741964999999999,10
26847723-07EB-481F-AB40-DF5D7DBCA2EB,1,10.4583,1.6666666666666667,5.1833,NATURAL8,Natural8,okoro,2684772307EB481FAB40DF5D7DBCA2EB,SLOT,31.3749,6.27498,5
26AE8986-67C8-4679-A0B3-771579284AD3,2,27.7434709725,2.0,13.87173548625,MBP,GGPUKE,JQKA110,26AE898667C84679A0B3771579284AD3,CASINO,27.7434709725,13.87173548625,2
26CD116F-F310-4228-B0A5-6523A797F703,1,17.86705,1.5,15.5503,NATURAL8,Natural8,hksryy,26CD116FF3104228B0A56523A797F703,SLOT,35.7341,11.911366666666666,3
