GAME_WEEK,GGPASS_ID,CID,NICKNAME,BRAND_ID,SITE_ID,TOP_CATEGORY,BET,GGR,THEO_WIN,DAYS_PLAYED
2025-12-29,11B5242B-E242-4F4C-A3BA-2D2BD6A0BF43,11B5242BE2424F4CA3BA2D2BD6A0BF43,FERLPZ7,GGPCOM,GGPCOM,SLOT,1.56000000,1.00000000,0.046800000000,1
2025-12-08,CD96C199-7970-4DED-AB90-E8B178B7ED5C,CD96C19979704DEDAB90E8B178B7ED5C,kokivigo87,GGPCOM,GGPCOM,LIVE_DEALER,6.88000000,1.00000000,0.240800000000,1
2025-12-01,B62EA41C-2846-412F-97AB-087000282EA3,B62EA41C2846412F97AB087000282EA3,PatrickSwayze97,GGPCOM,GGPCOM,LIVE_DEALER,86.00000000,20.00000000,2.580000000000,1
2025-12-29,B63721A8-B45D-4EDD-AD29-A44C5CE415D5,B63721A8B45D4EDDAD29A44C5CE415D5,Gao88888,MBP,GGPUKE,SLOT,64.05726531,-2.17434219,1.921717959300,1
2026-01-12,02EF1B23-2145-4CBA-8705-2857F312DBD5,02EF1B2321454CBA87052857F312DBD5,zyq9job,MBP,GGPUKE,CASINO,314.81123220,41.87356248,9.444336966000,1
2026-01-05,7F317B13-8C07-4314-A794-DD590048AF13,7F317B138C074314A794DD590048AF13,ProDaniel,MBP,GGPUKE,SLOT,31.73092178,3.06589312,1.116928446656,1
2025-12-22,320B86D1-02C9-45CC-99EA-B3A90510861B,320B86D102C945CC99EAB3A90510861B,BudzeDobra,POKEROK,GGPOK,SLOT,7.71000000,2.00000000,0.308400000000,1
2025-12-01,6EC81C9A-75F2-495D-801F-CF1A38576AC2,6EC81C9A75F2495D801FCF1A38576AC2,bulusi798,MBP,GGPUKE,SLOT,1878.66462641,224.43847953,56.359938792300,1
2025-12-01,C729FFA0-4FE0-49A5-B315-30106C00FB96,C729FFA04FE049A5B31530106C00FB96,Jota PL,GGPCOM,GGPCOM,SLOT,7.37000000,2.00000000,0.221100000000,1
2026-01-05,2460E3B4-3A24-41F5-937E-915766E44123,2460E3B43A2441F5937E915766E44123,melo-m,MBP,EVPUKE,CASINO,0.24288906,-0.24288907,0.007715299550,1
2025-12-08,D7E8EE44-FB6F-4B93-8D3E-B046AD292A68,D7E8EE44FB6F4B938D3EB046AD292A68,chookeat44,NATURAL8,Natural8,CASINO,18.17000000,5.58000000,0.545100000000,1
2026-01-05,B4DC7B53-E117-4694-BEE1-4CF9FBF95624,B4DC7B53E1174694BEE14CF9FBF95624,tsaga10,GGPCOM,GGPCOM,SLOT,75.00000000,-44.29000000,2.740000000000,1
2026-01-12,AB760F39-490F-422D-B639-B4253FA4B470,AB760F39490F422DB639B4253FA4B470,Gift boy,MBP,GGPUKE,CASINO,37.21555912,7.88769076,1.209505671400,1
2025-12-15,31B40A42-57DC-452B-A58A-1666DAF1B881,31B40A4257DC452BA58A1666DAF1B881,aaxxaa1,MBP,GGPUKE,SLOT,7.76093761,-0.34729310,0.288706879092,1
2025-12-22,6DFA2693-0CE8-4C2B-BDC0-0A9D9BE5595D,6DFA26930CE84C2BBDC00A9D9BE5595D,KPACOTKA_,POKEROK,GGPOK,SLOT,7.40000000,3.05000000,0.263440000000,1
2025-12-08,DFAE6335-8216-405F-876F-3DB1D484FEF5,DFAE63358216405F876F3DB1D484FEF5,ban Zhang,MBP,GGPUKE,SLOT,4.10067293,-4.11481319,0.153775234875,1
2026-01-05,9A127E38-B734-4275-BF91-B6CD76F6E0B4,9A127E38B7344275BF91B6CD76F6E0B4,Azadin,GGPCOM,GGPPL,SLOT,2.00000000,2.00000000,0.065000000000,1
2025-12-01,890B345C-6810-4C7E-9C4E-971D73DA8D0C,890B345C68104C7E9C4E971D73DA8D0C,HeRo_2o2o,POKEROK,GGPOK,SLOT,3.78000000,2.00000000,0.151200000000,1
2025-12-22,C98C4577-5485-4ED5-B2FC-8B243DE2264C,C98C457754854ED5B2FC8B243DE2264C,Jaribs,GGPCOM,GGPCOM,SLOT,12.54000000,1.00000000,0.376200000000,1
2026-01-12,40966B66-DE44-469D-BE10-EE86078F9BCE,40966B66DE44469DBE10EE86078F9BCE,STEGGH,MBP,GGPUKE,CASINO,103.17099510,15.47421514,3.095129853000,1
2025-12-29,27380542-2FF0-4736-8EB3-40AC350C9F2E,273805422FF047368EB340AC350C9F2E,Nveri,POKEROK,GGPOK,SLOT,10.00000000,-15.86000000,0.368000000000,1
2025-12-29,3403D9CF-4547-4C59-96EE-C3690544BB20,3403D9CF45474C5996EEC3690544BB20,Devil37,MBP,GGPUKE,LIVE_DEALER,229.66489381,-0.02860977,6.889946814300,1
2025-12-15,20BF932C-0707-45E7-911C-E18C82BFA3B7,20BF932C070745E7911CE18C82BFA3B7,slowmeo,GGPCOM,GGPCOM,SLOT,17.20000000,1.41000000,0.516000000000,1
2025-12-15,2E024407-55F3-473B-B62F-8DCEDFDC52FD,2E02440755F3473BB62F8DCEDFDC52FD,KZ_Win,POKEROK,GGPOK,SLOT,18.72000000,2.00000000,0.561600000000,1
2025-12-15,B5B31E39-3519-46C2-B588-70595CBE1DCC,B5B31E39351946C2B58870595CBE1DCC,TTYL Yuan Mang,MBP,GGPUKE,SLOT,3.43700691,2.22979374,0.103110207300,1
2025-12-01,62747E81-D23F-49CB-8FE7-ADDF63A62191,62747E81D23F49CB8FE7ADDF63A62191,sdjcnfbcka,MBP,GGPUKE,SLOT,55.75916563,0.01413414,1.672774968900,1
2025-12-22,0CBB0DBD-0AD0-42A4-A051-C684887BC863,0CBB0DBD0AD042A4A051C684887BC863,POTST,MBP,GGPUKE,CASINO,867.28336741,13.44030643,26.018501022300,1
2025-12-15,6C98E66C-A3C5-458B-B235-4703707305CE,6C98E66CA3C5458BB2354703707305CE,arbri@,GGPCOM,GGPCOM,CASINO,97.44000000,-4.03000000,2.923200000000,1
2025-12-22,DBE718DD-46F1-4071-B38A-C27025D840DF,DBE718DD46F14071B38AC27025D840DF,MrGold777,POKEROK,GGPOK,SLOT,2.50000000,1.50000000,0.093750000000,1
2025-12-29,AE136056-1287-48C7-85D6-3AB707211932,AE136056128748C785D63AB707211932,pejusek1992,GGPCOM,GGPPL,CASINO,6.00000000,1.00000000,0.180000000000,1
2025-12-01,4CCDB9DB-C495-421C-96B9-A051DAF2027D,4CCDB9DBC495421C96B9A051DAF2027D,SAMAEL94,GGPCOM,GGPCOM,CASINO,18.22000000,3.00000000,0.546600000000,1
2025-12-01,A7C755FD-727C-4C79-869B-CB21491F004F,A7C755FD727C4C79869BCB21491F004F,sgwannabe,MBP,GGPUKE,SLOT,443.39538587,169.49068646,14.853745426645,1
2025-12-01,B1621891-FDE2-4FD6-9E14-36C16ECE5FD2,B1621891FDE24FD69E1436C16ECE5FD2,TAMgl 2026,GGPCOM,GGPCOM,SLOT,10.10000000,2.18000000,0.328250000000,1
2025-12-22,25479058-2C0C-420B-B5A8-6974C0612430,254790582C0C420BB5A86974C0612430,Bleffer7,POKEROK,GGPOK,SLOT,4.50000000,2.00000000,0.135000000000,1
2025-12-22,FE7D1F7C-9CE8-431D-9BA9-78C0D13412BC,FE7D1F7C9CE8431D9BA978C0D13412BC,Heisedidai,MBP,GGPUKE,SLOT,0.85335639,0.70401902,0.030464823123,1
2025-12-08,381E43B8-0D6B-49EB-BC31-76FC987FC3D9,381E43B80D6B49EBBC3176FC987FC3D9,Call-Palmer,NATURAL8,Natural8,SLOT,126.25000000,-35.00000000,4.456625000000,1
2025-12-15,A02949DE-47C6-4D22-8826-084527A81FEE,A02949DE47C64D228826084527A81FEE,cubez,NATURAL8,Natural8,SLOT,38.60000000,14.51000000,1.358720000000,1
2025-12-22,8C919AF9-971A-43DC-B8C0-E876501EE907,8C919AF9971A43DCB8C0E876501EE907,A-A_Armizon,POKEROK,GGPOK,SLOT,6.00000000,5.95000000,0.229200000000,1
2025-12-15,296AEEF0-7A82-4E97-B70E-287EEA76E8C1,296AEEF07A824E97B70E287EEA76E8C1,fisshher,POKEROK,GGPOK,CASINO,96.66000000,19.00000000,2.899800000000,1
2025-12-22,A0951FB5-4B9D-438E-BC75-484063C246AA,A0951FB54B9D438EBC75484063C246AA,Aoffy389,NATURAL8,Natural8,LIVE_DEALER,4.36000000,1.00000000,0.130800000000,1
2025-12-15,4E47595B-0FCE-42DF-B60B-BA76132179E7,4E47595B0FCE42DFB60BBA76132179E7,ChineseKungfu,MBP,GGPUKE,SLOT,8.26568350,-1.39181612,0.289298922500,1
2025-12-08,44B59CD3-04FA-4941-8D2B-D32F077D0B0D,44B59CD304FA49418D2BD32F077D0B0D,Anatoly Bugaev,POKEROK,GGPOK,SLOT,10.60000000,-15.82000000,0.404920000000,1
2025-12-15,89BD4D73-9C73-49B0-A9ED-5B593993A30A,89BD4D739C7349B0A9ED5B593993A30A,balloonS9,MBP,GGPUKE,CASINO,0.82296352,0.70945131,0.024688905600,1
2025-12-15,4BEF5F34-D1D7-4DA9-97B6-B2B3E14DFF93,4BEF5F34D1D74DA997B6B2B3E14DFF93,wybaofu,MBP,GGPUKE,SLOT,11.07795615,-8.41498592,0.371111531025,1
2025-12-22,9C433E94-0A72-454B-9C62-16E810BDC37C,9C433E940A72454B9C6216E810BDC37C,procall,MBP,GGPUKE,CASINO,0.92754186,0.92754186,0.027826255800,1
2025-12-22,385A5652-93F6-40F4-B325-05ADE81BB352,385A565293F640F4B32505ADE81BB352,RunWithMeGuys,MBP,GGPUKE,LIVE_DEALER,2.54314466,1.52020379,0.076294339800,1
2025-12-29,E9FFFCCA-2694-4E76-94AF-DB49643BBA2D,E9FFFCCA26944E7694AFDB49643BBA2D,Xin@sa,MBP,GGPUKE,CASINO,18927.19233309,2858.22898416,567.815769992700,1
2026-01-12,3F918632-7A4E-45E6-A2CE-D039685FA734,3F9186327A4E45E6A2CED039685FA734,lajidahei,MBP,EVPUKE,CASINO,5.30277407,2.14977327,0.159083222100,1
2025-12-08,8D10F0B9-9643-40E7-86DD-D98AD2C1ACEB,8D10F0B9964340E786DDD98AD2C1ACEB,ATyu,MBP,GGPUKE,SLOT,6.88868257,4.62080354,0.276236171057,1
2025-12-01,7212CDEB-5233-4BDC-AEC3-866F45CC82D7,7212CDEB52334BDCAEC3866F45CC82D7,IndogBm,NATURAL8,Natural8,SLOT,83.00000000,20.71000000,2.963100000000,1
2025-12-01,A6275F5E-33C6-4908-8B67-703F6B51B333,A6275F5E33C649088B67703F6B51B333,denist1990,POKEROK,GGPOK,SLOT,57.80000000,4.18000000,1.936300000000,1
2025-12-22,2BFF17EC-0385-4C83-A80B-EEA763B33498,2BFF17EC03854C83A80BEEA763B33498,kohner,GGPCOM,GGPPL,SLOT,3.50000000,0.00000000,0.123550000000,1
2026-01-12,01C2BF3C-0454-42D0-ABB3-EE38F2966010,01C2BF3C045442D0ABB3EE38F2966010,Qiujy,MBP,GGPUKE,SLOT,203.36855140,-14.04518537,6.101056542000,1
2025-12-29,29A2CE99-FA2E-4DDE-8083-29BD56C849B6,29A2CE99FA2E4DDE808329BD56C849B6,2 0 26,MBP,GGPUKE,SLOT,69.97513582,7.49351276,2.406905593466,1
2025-12-15,680FCE67-6140-4411-B336-77A79DFDC0F4,680FCE6761404411B33677A79DFDC0F4,Marios87,GGPCOM,GGPCOM,SLOT,5617.47000000,115.05000000,168.524100000000,1
2025-12-15,EEEAAF07-B7A8-4FA7-A0CE-D96D25BADEFD,EEEAAF07B7A84FA7A0CED96D25BADEFD,aorus13,POKEROK,GGPOK,SLOT,10.00000000,3.00000000,0.300000000000,1
2025-12-08,B48CACB9-1ADD-4C65-B99E-F3F4365917E5,B48CACB91ADD4C65B99EF3F4365917E5,SelamBenRiolayn,POKEROK,GGPOK,SLOT,53.92000000,31.80000000,1.617600000000,1
2026-01-05,66CF0F09-07CE-44EF-8B08-3AD1FA714F14,66CF0F0907CE44EF8B083AD1FA714F14,DarkRa,POKEROK,GGPOK,SLOT,17.00000000,5.55000000,0.673200000000,1
2025-12-01,DE52AC23-FDC0-4DE3-AF9D-6F84D485E803,DE52AC23FDC04DE3AF9D6F84D485E803,Nachuitop,GGPCOM,GGPCOM,CASINO,4.02000000,0.97000000,0.120600000000,1
2025-12-01,53FCF0F8-F842-4757-80C8-70C5E2FDED98,53FCF0F8F842475780C870C5E2FDED98,GG8787,MBP,GGPUKE,CASINO,29.69331052,14.13967168,0.890799315600,1
2025-12-29,A2F33A80-06BD-47E2-98A7-D7A16E077344,A2F33A8006BD47E298A7D7A16E077344,kekexi,MBP,GGPUKE,CASINO,26.39250882,0.78676856,0.791775264600,1
2025-12-29,CAC62CC3-04B9-458C-9F2D-5F382012C3D1,CAC62CC304B9458C9F2D5F382012C3D1,Noviero23,GGPCOM,GGPCOM,SLOT,3.12000000,2.00000000,0.093600000000,1
2025-12-22,D6339772-2489-4CA5-A658-D0B5CF96833D,D633977224894CA5A658D0B5CF96833D,te amo abigail,GGPCOM,GGPCOM,CASINO,4.80000000,2.00000000,0.156000000000,1
2025-12-29,30C729C4-92DE-4438-A9EF-500C35B69823,30C729C492DE4438A9EF500C35B69823,helltck,POKEROK,GGPOK,SLOT,30.20000000,-8.91000000,1.075120000000,1
2025-12-01,225BBBA8-D305-42E8-8309-FEB8753D6950,225BBBA8D30542E88309FEB8753D6950,rbz666,MBP,GGPUKE,SLOT,218.50859750,44.38765264,8.347028424500,1
2025-12-01,DBF53A71-68A4-44A8-B70B-F2E8CFE93FCA,DBF53A7168A444A8B70BF2E8CFE93FCA,Dragowinter,POKEROK,GGPOK,SLOT,3.60000000,3.08000000,0.120600000000,1
2025-12-29,304AB09E-6BBE-44F8-BF8B-BD59843FCE0E,304AB09E6BBE44F8BF8BBD59843FCE0E,Ryslan_123,POKEROK,GGPOK,SLOT,3.60000000,2.96000000,0.120600000000,1
2026-01-05,A2F33A80-06BD-47E2-98A7-D7A16E077344,A2F33A8006BD47E298A7D7A16E077344,kekexi,MBP,GGPUKE,CASINO,18.00236603,15.43059945,0.540070980900,1
2025-12-22,6ACA06E0-78A4-41B8-A2CB-F9C14A30E15F,6ACA06E078A441B8A2CBF9C14A30E15F,MgIa,POKEROK,GGPOK,SLOT,10.00000000,7.34000000,0.382000000000,1
2026-01-12,D1D06230-FA80-4D11-B527-EE83557681B1,D1D06230FA804D11B527EE83557681B1,yegawa,MBP,GGPUKE,SLOT,27.39179881,-7.86617886,1.002482471421,1
2026-01-12,40F9D2FF-9EA4-41A5-87AF-917B8E6C4E72,40F9D2FF9EA441A587AF917B8E6C4E72,ToniaPapa!,GGPCOM,GGPCOM,SLOT,10.18000000,4.00000000,0.329300000000,1
2025-12-08,34733B6E-77F0-4DFF-A9CB-330F62D85A07,34733B6E77F04DFFA9CB330F62D85A07,MingYinggg,MBP,GGPUKE,LIVE_DEALER,30.04803443,24.39193383,1.126801291125,1
2025-12-15,F8C7111D-7BD6-4397-A9B5-78CD7447C464,F8C7111D7BD64397A9B578CD7447C464,26lina26,POKEROK,GGPOK,SLOT,1.00000000,1.00000000,0.030000000000,1
2025-12-01,FB9E2EC4-BF85-43A4-AE20-CB03D52E2353,FB9E2EC4BF8543A4AE20CB03D52E2353,goodgame2025,MBP,GGPUKE,SLOT,8.59625186,7.46516609,0.257887555800,1
2025-12-08,920FC0A9-60FD-44B2-8D0A-15CE68EB214E,920FC0A960FD44B28D0A15CE68EB214E,Nongyekke,NATURAL8,Natural8,SLOT,8.56000000,-1.00000000,0.256800000000,1
2025-12-29,383DBA8F-5DFF-47B2-ACB5-367774880CCE,383DBA8F5DFF47B2ACB5367774880CCE,CrazyFlash,MBP,GGPUKE,CASINO,68.84150600,19.85263347,2.065245180000,1
2026-01-12,11EE82E2-DC94-4E03-868A-E9D7C48CBC08,11EE82E2DC944E03868AE9D7C48CBC08,Hidehand,POKEROK,GGPOK,SLOT,0.40000000,0.40000000,0.014120000000,1
2025-12-08,427673FE-98AA-40E5-ACD3-57A69C94AE74,427673FE98AA40E5ACD357A69C94AE74,lhjdw,MBP,GGPUKE,SLOT,191.05494882,28.19121911,5.731648464600,1
2025-12-08,A10A9746-444B-45A5-921A-5733E36B3BE3,A10A9746444B45A5921A5733E36B3BE3,PokerPathogen,GGPCOM,GGPCOM,SLOT,0.12000000,-0.98000000,0.003600000000,1
2025-12-08,BBF0F4EF-B5AE-4500-A820-F99BCA2D2F50,BBF0F4EFB5AE4500A820F99BCA2D2F50,OGANES XOK,POKEROK,GGPOK,SLOT,0.20000000,0.20000000,0.007060000000,1
2025-12-15,D2B1EA2A-5926-41A2-8FA2-945199392185,D2B1EA2A592641A28FA2945199392185,RBcan,GGPCOM,GGPCOM,SLOT,145.10000000,42.90000000,4.715750000000,1
2025-12-15,D77161F7-E2F2-40B8-B9C5-87E06509F665,D77161F7E2F240B8B9C587E06509F665,Kk1230000,NATURAL8,Natural8,CASINO,34.20000000,4.46000000,1.026000000000,1
2025-12-01,349B1D8F-428B-47F7-8B33-5C6D877C4B26,349B1D8F428B47F78B335C6D877C4B26,Insane133,GGPCOM,GGPUA,SLOT,16.00000000,16.00000000,0.480000000000,1
2025-12-29,A221E9D7-3A51-45F3-849C-0EBD2BE0BD78,A221E9D73A5145F3849C0EBD2BE0BD78,luckypups,POKEROK,GGPOK,SLOT,1.80000000,0.20000000,0.059160000000,1
2025-12-22,9AE69AFA-43E7-4FD1-9F20-C02D384E8883,9AE69AFA43E74FD19F20C02D384E8883,Kaaaaaaais,MBP,GGPUKE,SLOT,97.68769626,63.62689124,3.731669997132,1
2026-01-05,13A2D1B6-D599-498D-8452-F40EDF7638A4,13A2D1B6D599498D8452F40EDF7638A4,LUKESI,MBP,GGPUKE,CASINO,2.65744657,2.28597554,0.079723397100,1
2025-12-08,9B196699-9D3C-46CC-95D0-D34CF24F6D03,9B1966999D3C46CC95D0D34CF24F6D03,Canghai222,MBP,GGPUKE,LIVE_DEALER,14.16561015,14.16561015,0.424968304500,1
2025-12-15,EC3F62F1-E8AF-4775-8BDB-4B4D4BE847CC,EC3F62F1E8AF47758BDB4B4D4BE847CC,Gzhelka64,POKEROK,GGPOK,SLOT,28.80000000,17.78000000,1.028160000000,1
2025-12-22,33175BE6-BD48-4A8D-8828-8E1AF72629B5,33175BE6BD484A8D88288E1AF72629B5,Docent_,POKEROK,GGPOK,SLOT,1.85000000,0.90000000,0.065305000000,1
2026-01-05,150FC63C-31BE-4917-9952-E1EA8C5CFF54,150FC63C31BE49179952E1EA8C5CFF54,ThinkTwis,MBP,GGPUKE,CASINO,38.48274578,3.13647984,1.154482373400,1
2025-12-08,D8F7F734-E51C-4101-AE61-6F2F9B024634,D8F7F734E51C4101AE616F2F9B024634,Zurgaadai,GGPCOM,GGPCOM,SLOT,1.40000000,1.00000000,0.042000000000,1
2025-12-15,E84C1DB9-846B-4FF9-B8D9-9DD601196751,E84C1DB9846B4FF9B8D99DD601196751,mi4ael,POKEROK,GGPOK,SLOT,384.00000000,22.00000000,11.520000000000,1
2025-12-29,B759B0D5-5333-4C0A-86D3-0F846EE28FBC,B759B0D553334C0A86D30F846EE28FBC,God of wealth 8,MBP,GGPUKE,SLOT,2.43183008,0.37335744,0.081466307680,1
2026-01-12,EBA5719A-76D0-4BD5-9CB5-08B77D3FCE73,EBA5719A76D04BD59CB508B77D3FCE73,AIR004,MBP,GGPUKE,SLOT,28.71119435,26.50694332,1.010634041120,1
2025-12-22,1C746553-7593-46AC-A206-766709E5CAFB,1C746553759346ACA206766709E5CAFB,MarkCht,NATURAL8,Natural8,SLOT,22.85000000,7.32000000,0.860795000000,1
2025-12-01,708B4DD0-6F8B-4205-93D6-A1D321BDA8A7,708B4DD06F8B420593D6A1D321BDA8A7,haoyunbaopeng88,MBP,GGPUKE,SLOT,1464.29286674,93.43744665,43.928786002200,2
2025-12-29,DE8F6A3F-2AC1-4879-A1C5-1AF575CAC78D,DE8F6A3F2AC14879A1C51AF575CAC78D,xiaozhen_,MBP,GGPUKE,LIVE_DEALER,525.34562212,74.46034441,15.760368663600,1
2025-12-08,A38B9A62-7113-4576-BB36-35C194B5BC99,A38B9A6271134576BB3635C194B5BC99,Heng heng88,MBP,GGPUKE,CASINO,332.47106682,-233.71910901,9.974132004600,1
2025-12-15,B4B45443-23E9-4E37-B6C2-C336322B20B4,B4B4544323E94E37B6C2C336322B20B4,Antizlo,POKEROK,GGPOK,SLOT,19.50000000,17.50000000,0.688350000000,1
2025-12-08,5266C0BA-D4DC-4624-B030-EEB9A64DA720,5266C0BAD4DC4624B030EEB9A64DA720,GG Zhongcheng,MBP,GGPUKE,CASINO,11.02939617,9.02148046,0.330881885100,1
2025-12-08,25DD1C41-421B-42EF-AA2B-2035F6D64581,25DD1C41421B42EFAA2B2035F6D64581,HeavySmoker115,GGPCOM,GGPCOM,CASINO,0.40000000,0.32000000,0.012000000000,1
2025-12-22,0034D00E-8B4E-4B90-B53F-F73DDC4E4487,0034D00E8B4E4B90B53FF73DDC4E4487,Targii,GGPCOM,GGPPL,SLOT,26.02000000,15.10000000,0.845650000000,1
2025-12-29,20E3C507-5058-4D24-A731-FEDFDB66CD87,20E3C50750584D24A731FEDFDB66CD87,chensiqi,MBP,GGPUKE,SLOT,61.40039135,27.68869345,1.842011740500,1
2025-12-01,0BDD9835-AADE-4933-8289-591AF3345EE5,0BDD9835AADE49338289591AF3345EE5,POKERVIPER,GGPCOM,GGPCOM,SLOT,56.58000000,10.00000000,1.697400000000,1
2026-01-05,B0B4930C-CE76-472A-BD12-0AD5DDAD274B,B0B4930CCE76472ABD120AD5DDAD274B,jackert,MBP,GGPUKE,LIVE_DEALER,0.14321826,0.14321826,0.004296547800,1
2025-12-15,BF79358A-CF1C-40D2-A549-D103221EB838,BF79358ACF1C40D2A549D103221EB838,venom0199,POKEROK,GGPOK,SLOT,2.30000000,1.00000000,0.069000000000,1
2026-01-12,92FFDBF7-B2D3-48E6-B06F-F6F9A8C414BC,92FFDBF7B2D348E6B06FF6F9A8C414BC,pascalarseno,GGPCOM,GGPCOM,CASINO,74.97000000,14.71000000,2.249100000000,1
2026-01-12,C75CEA11-63A2-4E28-B705-13148B9A15D4,C75CEA1163A24E28B70513148B9A15D4,Zver174!,POKEROK,GGPOK,SLOT,0.64000000,0.47000000,0.021440000000,1
2025-12-01,67C66079-9293-4034-9D57-991544E0CA23,67C66079929340349D57991544E0CA23,Magistr,POKEROK,GGPOK,SLOT,1.80000000,-1.64000000,0.060300000000,1
2025-12-22,DBF53A71-68A4-44A8-B70B-F2E8CFE93FCA,DBF53A7168A444A8B70BF2E8CFE93FCA,Dragowinter,POKEROK,GGPOK,SLOT,2.00000000,1.99000000,0.075460000000,1
2025-12-15,2123EB87-9566-4875-B7A3-8C17B40FA179,2123EB8795664875B7A38C17B40FA179,calmlech,MBP,GGPUKE,SLOT,424.76141602,-122.28712192,14.619035439391,2
2026-01-12,BF163010-7949-443B-BB14-881F10B97489,BF1630107949443BBB14881F10B97489,Allen-2599,MBP,GGPUKE,LIVE_DEALER,246.91358025,176.69439608,7.407407407500,1
2025-12-01,E8286B5C-3B57-4D76-BCBE-F7CE7A29A81A,E8286B5C3B574D76BCBEF7CE7A29A81A,AovH_888,MBP,GGPUKE,LIVE_DEALER,11.67500629,3.83132551,0.445985240278,1
2025-12-29,389F5489-6461-4C0A-A92C-B8872A52B726,389F548964614C0AA92CB8872A52B726,Yitang,MBP,GGPUKE,LIVE_DEALER,1488.26727296,173.71087010,44.648018188800,1
2025-12-22,CA813007-1490-435A-9F75-2C39122BA2EF,CA8130071490435A9F752C39122BA2EF,aaaa329988,MBP,GGPUKE,SLOT,123.66478803,65.59536129,3.709943640900,1
2025-12-15,F3290AAC-D7AD-4D85-B2D1-ECBB84B94450,F3290AACD7AD4D85B2D1ECBB84B94450,F_poke,MBP,GGPUKE,SLOT,250.01064177,114.93111228,8.750372461950,1
